Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
238711349624826,The Wetherall Company Public Service Advertising,The Wetherall Company LLC,≤100,7
504874532952291,Financial Strategies Group,These ads ran without a disclaimer,≤100,1
268017007094,Big Hole Watershed Committee,Tana Marie Nulph,≤100,1
103474624427924,Russ Neal for OCGOP,Russell Allen Neal Ii,≤100,2
692387157890353,Ashtabula County Mental Health and Recovery Services,Mary Ann Hill,≤100,1
104905847643120,RGV for Yang,Prakhar Jain,≤100,2
107238994151543,Dr.  Janie Myers for Vigo County Coroner,Janie Lynette Orrington Myers,≤100,1
105841467618308,Shane Baker for State Representative,Shane Baker for State Representative,≤100,4
152648198769969,Nebraskans for the Good Life,These ads ran without a disclaimer,≤100,1
406354372715175,Greg Alexander for State Representative,CTE Greg Alexander for State Representative,≤100,1
105039360886409,Western Wayne Today,Metric Media LLC,≤100,1
115262456592822,Christians Engaged,These ads ran without a disclaimer,≤100,1
161331700649595,Broome Republicans,Broome County Republican Committee,≤100,1
106557934225461,Bellbrook Vote For 9,Joshua James Pressnell,≤100,1
101526347911862,Mariana García Benítez,Mariana García Benítez,≤100,7
108256494047078,Chicago Southside Census,These ads ran without a disclaimer,≤100,1
104545784355105,Jan Justice for County Commissioner for District 4,Jan Mcdowell Justice,≤100,7
170172023707582,A Functional Democracy,A Functional Democracy,≤100,1
365738286832247,Ray C. Anderson Foundation,"RAY C. ANDERSON FOUNDATION, INC., THE",≤100,5
464998390249008,The Independence Fund,"INDEPENDENCE FUND, INC, THE",≤100,3
1051430974924195,I Love Donald Trump,James R Oddo,≤100,1
266860747582089,Lorenzo4Clerk,Jossue Lorenzo,≤100,4
103694394547654,Trump 2020 Bracelets,Stephen Walker Brown,≤100,1
100843971360613,Commissioner Rolando A. Bonilla,Rolando Arturo Bonilla,≤100,1
104808149558395,Armenian Youth Federation,These ads ran without a disclaimer,≤100,1
1411781535788775,Phyllis Randall,Friends of Phyllis Randall,≤100,1
65793141261,Cuyahoga Community College,Cuyahoga Community College,≤100,2
2286105488275201,Hector “Big Rod” Rodriguez for Constable Precinct 4,Hector None Rodriguez,≤100,2
107132640653509,Dominick Dina for Texas CD 20,DOMINICK DINA ELECTION COMMITTEE,≤100,1
113846596828016,Protect Your Vote USA,Robert Lee Lawrence,≤100,1
328231424453333,UNITE,UNITE PAC,≤100,1
267472496692228,Red Oak Hope,These ads ran without a disclaimer,≤100,1
102158697943212,Hugh Bussell for Zone 7,Hugh Thomas Bussell,≤100,1
1462264160523023,Kat Anderson,Kathleen Stewart Anderson,≤100,3
339779230542,Woolly Mammoth Theatre Company,Woolly Mammoth Theatre Company,≤100,2
167002523311884,East River Electric Power Cooperative,"EAST RIVER ELECTRIC POWER COOPERATIVE, INC.",≤100,4
78413272340,"City of Manhattan, Kansas - Municipal Government",Vivienne Danielle Uccello,≤100,1
626657917504969,Nazeera LLC,Nazeera LLC,≤100,5
721144168037580,Joe Jeffries - District 22,Joseph David Jeffries,≤100,1
370627610315820,Barbara Bonarrigo for Volusia County Council - District 4,"Barbara Bonarrigo for Volusia County Council, District 4",≤100,1
121743389220168,Martha Paschke for IL 65th,Friends of Martha Paschke,≤100,1
110317323845359,"Elect Holly Smith Mount - Huntington City Council, District 6",Holly Ann Mount,≤100,2
293237387416465,Wimmer's Wilderness,These ads ran without a disclaimer,≤100,1
102478567777282,Sharon Rodriguez For Bexar County Sheriff,Sharon Rodriguez campaign,≤100,3
1677358979179949,Senator Jordan Kannianen,Jordan Lee Kannianen,≤100,2
536663306490733,Majestic Blue Planet / Majestuoso Planeta Azul,Yaneth Maritza Cifuentes Vanegas,≤100,1
109273330467110,Tri-City Sun,Metric Media LLC,≤100,1
176490749472416,Snohomish County Libertarian Party,Snohomish County Libertarian Party,≤100,1
244952576260592,"Tazewell County, Illinois Republican Party",Tazewell County Republican Central Committee,≤100,1
174233076600386,Commissioner Stan Sallee - Tulsa County District 1,District 1 County Commissioner - Stan Sallee,≤100,4
1718289784865448,Teacher Voice,Teacher Voice,≤100,1
106915970834710,Tiffany Wilson for District Court Judge,The Committee to Elect Tiffany Wilson District Court Judge,≤100,4
1878290559083050,شو الأخبار ويب تيفي What's Up Media Network,What's Up Media Network,≤100,2
105163640890716,Armando Castro for Hill County Sheriff,Armando Castro for Hill County Sheriff,≤100,2
105658280991341,Kari Clark for Rutland Town Clerk and Treasurer,Kari M Clark,≤100,2
494306943927119,Teen-Aid Washington,"Teen-Aid, Inc.",≤100,1
107684473037,Conservation Trust for North Carolina,Mary Alice  Holley,≤100,2
239015863987,The LiFT,These ads ran without a disclaimer,≤100,1
101920294534945,Keen For Tax Collector,Kyle Wayne Keen,≤100,1
109265247290900,Brandon Lape for Congress,LAPE FOR OHIO,≤100,2
2052369758382425,Jennifer for Indiana,FRIENDS OF JENNIFER CHRISTIE,≤100,2
1420839904841832,Jay Ashcroft,Ashcroft for Missouri,≤100,1
105647434258277,Dave Rogers for Dept of NY Jr Vice Commander,David M Rogers,≤100,1
101918201266096,Dontavius L. Jarrells,Friends of Dontavius Jarrells,≤100,1
353278701911,YWCA El Paso Del Norte Region,YOUNG WOMEN'S CHRISTIAN ASSOCIATION EL PASO DEL NORTE REGION,≤100,1
104885500909554,Sturgis-Coldwater News,Metric Media LLC,≤100,1
298761954393279,Judge Kevin Patrick Yeary,Judge Kevin Patrick Yeary Campaign,≤100,1
304584556717301,Hope Story,These ads ran without a disclaimer,≤100,1
1395794270662567,KOAN FM 95.1,Michael William Robbins,≤100,2
248731830700,ConEdison Solutions,Jacob L Buehler,≤100,1
904918992882274,All On Georgia - Glynn,"AllOnGeorgia, LLC",≤100,1
348246994251,Lia Rose,These ads ran without a disclaimer,≤100,2
122742451108539,International Union of Bricklayers and Allied Craftworkers,These ads ran without a disclaimer,≤100,5
109445235767317,Mercy LIFE of Alabama,These ads ran without a disclaimer,≤100,1
138843675946,KFFB 106.1 FM,These ads ran without a disclaimer,≤100,1
102115578017078,Tim McKenzie for Revenue Commissioner,Joel Augustus Mckenzie,≤100,2
106827216032091,Common Cause Minnesota,These ads ran without a disclaimer,≤100,1
358447534187264,Nassau County SPCA,These ads ran without a disclaimer,≤100,1
513695272011123,The Genesis Prize,These ads ran without a disclaimer,≤100,1
1340536796063209,Michael Hendricks,Hendricks for NM,≤100,1
229566579571,Green Lake Association,Green Lake Association,≤100,1
129688564385308,Rockay,These ads ran without a disclaimer,≤100,34
233476580432776,TJ Greenfield - Mayor of Blackwell,Thomas Jeremy Greenfield,≤100,2
47531526543,eHop - educate engage empower - Hopkinton,EHOP Educate Engage Empower Hopkinton,≤100,6
549587698399864,Mike Neal for Hendricks County Council,Michael Aaron Neal,≤100,1
1422110244782684,Knoxville For Bernie,AARON MATTHEW7 TYRRELL,≤100,2
102505451324128,Climate Crises: Alarmists V Deniers,These ads ran without a disclaimer,≤100,1
112859156772301,West Central Michigan News,Metric Media LLC,≤100,1
193506464030559,Assistance Plus,These ads ran without a disclaimer,≤100,1
616718658805910,Francesco Lulaj for Killingworth,Scott Derek Phelps,≤100,1
158239718174763,"Brown for Judge, Franklin County Ohio",Joshua James Brown,≤100,6
739387342811734,Take Back Our Republic,Justin Hill,≤100,1
102474434641365,Supporting Our Children’s Future - Fox Lake District 114,Melissa D Jakstas,≤100,8
101689271317819,Gabriel Jones for State Representative,The Committee To Keep Up With Jones,≤100,2
108812992510897,Piedmont Columbus Regional,These ads ran without a disclaimer,≤100,1
43952577364,The UI Center for Advancement,These ads ran without a disclaimer,≤100,1
104878972901231,North Village Church,Michael Joseph Dennis,≤100,1
427848074055929,"Lipton Legal Group, A PC",These ads ran without a disclaimer,≤100,1
274778659293502,"Verras Law, P.A.",These ads ran without a disclaimer,≤100,1
127101890659098,930 AM The Answer,Salem Media,≤100,1
973606062751486,Messaging Book,John R Wootton,≤100,1
2014312708791784,Representative Rick Gundrum,Office of Wisconsin State Representative Rick Gundrum,≤100,1
125031560721,Mount St Helens Institute,These ads ran without a disclaimer,≤100,1
138400367267,Right Scan Right Time,NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION,≤100,1
430827334432590,Richard Hricik for SC Senate 43,Richard for SC,≤100,1
117443068305863,INSS - The Institute for National Security Studies,Scott Bernard Lasensky,≤100,2
99050726344,Phillips Theological Seminary,These ads ran without a disclaimer,≤100,1
119602601032,Let Freedom Ring USA,These ads ran without a disclaimer,≤100,1
875703902528460,Matt Gurtler,Matt Gurtler for State Representative,≤100,2
122734771073570,Nueces County Sheriff Officer's Association,Nueces County Sheriff Officer's Association,≤100,2
943619869030070,Whitney Higginbotham Greene,Whitney Higginbotham,≤100,1
115833546518951,He's Trump,Gary Shawn Tucker,≤100,1
1467598083570710,Dearborn Heights 48125 East,Suzanne Marie Todd,≤100,9
142694419623952,Dominic Rapini,Dominic For CT,≤100,5
385129611957874,citizenAID North America,These ads ran without a disclaimer,≤100,1
101805924644293,Finding Eden,Eden Arielle Bixler,≤100,2
30866133883,Alaska Wilderness League,ALASKA WILDERNESS LEAGUE,≤100,2
100907491369347,Re-Elect Thomas "Lee" Macon IV Revenue Commissioner,Thomas Leonard Macon,≤100,1
262630571267276,Big Hill CSC Chapter of Quail Forever,Laura Miller Mciver,≤100,2
113429800128546,Justin Burns,Friends of Justin Burns,≤100,1
1659632420721142,Trans Pecos Documentary,These ads ran without a disclaimer,≤100,1
107124720641933,VoteforAnjali,Anjali Sivakumaran,≤100,1
110728180398954,Kristen Keyser for West Allis West Milwaukee School Board,Kristen J Keyser,≤100,1
1173718999338124,Advocacy Action Network,Marcie Jean Timmerman,≤100,1
65206112726,YWCA Charleston,"YWCA OF CHARLESTON, WEST VIRGINIA, INC.",≤100,1
120547365195,National LGBTQ Task Force,National LGBTQ Task Force,≤100,1
112582293605665,Latino Republicans of Lehigh County,Lehigh County Republican Committee,≤100,2
553881355134633,Erik David for Leon County Commission - At Large,Campaign for Erik David,≤100,2
104378542798,Cedar Valley Habitat for Humanity,CEDAR VALLEY HABITAT FOR HUMANITY,≤100,1
1521760441484152,Wake Up With Steve Hood,Ronin America,≤100,2
100715544706495,James Ellars for Congress 2020,James Robert Ellars,≤100,4
243994762429657,Community Health Center of the North Country,Alexa Dawn Goolden,≤100,2
583984188754570,Kansas Counts,Megan Michelle Gilliland,≤100,2
570058219775830,Irving-Las Colinas Chamber of Commerce,The Greater Irving-Las Colinas Chamber of Commerce,≤100,1
113575490062092,Ramon Iglesias for Hendry County Commission,Ramon Iglesias for Hendry County Commission,≤100,1
304849237888,Mid-Island Y Jewish Community Center,These ads ran without a disclaimer,≤100,2
193166293135,Penguin Random House Audio,These ads ran without a disclaimer,≤100,1
249967284234,Louisiana Federation of Teachers and School Employees,LOUISIANA FEDERATION OF TEACHERS,≤100,1
581483958655446,Wilson Media USA,These ads ran without a disclaimer,≤100,1
101596324648470,Fix Highway 65,Robert Thomas Doar,≤100,1
199756330090514,Solar United Neighbors,These ads ran without a disclaimer,≤100,1
349256461824404,Yuma County Government,Yuma County Government,≤100,1
913176045377866,Keep Argyle Rural,Bruce Frederik Hermann,≤100,2
165202607550,CIDC - Cape & Islands Democratic Council,Joseph J Manning,≤100,4
136319594703,Texas AFT,Texas AFT,≤100,1﻿
196058090577994,Tony Roberts,These ads ran without a disclaimer,≤100,1
318344648226545,OANA / Oklahoma Association of Nurse Anesthetists,Oklahoma Association of Nurse Anesthetists,≤100,1
116490948921544,Team Cheryl Stephens,The Team to Elect Cheryl Stephens,≤100,2
156150427922012,East Hampton Democratic Town Committee,East Hampton Democratic Town Committee,≤100,1
115775179810824,South Michigan News,Metric Media LLC,≤100,1
115810319802527,The Bellbrook Research Angels,Joshua James Pressnell,≤100,1
114375916628569,Queta Rodriguez for County Commissioner Pct 2,Queta Rodriguez for County Commissioner,≤100,2
108455397202490,Vote Kevin McCabe,Vote Kevin McCabe,≤100,4
369324540217993,Melissa Provenzano for Representative House District 79,Provenzano for House Distritct 79 2020,≤100,2
424976947671860,Northvale Republican Club,Edward P Durfee,≤100,1
110189170522533,We the People of Georgia,Darla Faye Williams,≤100,1
330523980361586,吳兆峯: Ken Wu僑看看,These ads ran without a disclaimer,≤100,1
108487019225755,Lignite Energy Council,These ads ran without a disclaimer,≤100,1
148958295143774,Mangold Ford,These ads ran without a disclaimer,≤100,1
467907846607297,Messiah College Business Alumni - MCBA,These ads ran without a disclaimer,≤100,1
2397133743878228,Retain Judge Alfonso "Jess" Gonzalez,Elect Gonzalez for Judge,≤100,1
1615745208509071,Vote Farrar,Ryan  Farrar,≤100,5
181707611901101,"Kurtz & Blum, PLLC",These ads ran without a disclaimer,≤100,1
462076507490663,Concerned Neighbors of Carmel IN,These ads ran without a disclaimer,≤100,2
219302818239217,Minnesota Gun Owners Caucus,These ads ran without a disclaimer,≤100,1
206379656060938,Centro de Periodismo Investigativo,These ads ran without a disclaimer,≤100,1
108487344011560,Joseph H Gibson,These ads ran without a disclaimer,≤100,1
381645195830013,San Jose Submerged,Silicon Valley Debug,≤100,1
124168557621479,Real Hope Center,Angel Ellen Fox Ashbrook,≤100,1
384533924985897,Tony Brown's Journal,These ads ran without a disclaimer,≤100,1
519280578407310,Deb Butler - NC House District 18,Elect Deb Butler,≤100,3
1689409238002304,Juko-Ryu Toide & Martial Arts Center,Matthew S Smith,≤100,1
266194695631,Northshore Schools Foundation,Carmin L Dalziel,≤100,1
354895808606419,IN THE NONA,Nicole Leigh Labosco,≤100,1
146204322109431,Gender Justice,These ads ran without a disclaimer,≤100,1
183830988896872,"Our Voice, Our Vote Arizona",Our Voice Our Vote Arizona,≤100,3
111386870392047,Friends of Adrienne Southworth KY Senate 7th,Adrienne Southworth for KY Senate,≤100,3
1895571037392924,Ben Walsh for Mayor,Ben Walsh for Syracuse,≤100,1
269998657190388,Justice For Ohio State University Sexual Abuse Survivors,These ads ran without a disclaimer,≤100,1
1456153424450800,Feel Great Goods,Patrick J Mcknight,≤100,3
255107122495,"Kolko & Casey, P.C. - Immigration Attorneys",David L Kolko,≤100,2
100967138047108,Housatonic Valley Connecticut Libertarians,Austin Micheal Shackelford,≤100,1
341715643214947,The Last House Standing,Joseph George Siegal,≤100,1
110833666979398,Twin Shines,These ads ran without a disclaimer,≤100,1
1387400564843120,Americans for Prosperity - South Dakota,AMERICANS FOR PROSPERITY,≤100,3
114217096789913,Forever RIGHT,These ads ran without a disclaimer,≤100,3
148132968539347,TWiT,These ads ran without a disclaimer,≤100,1
329144900480983,412 Church Murrieta,412 Church Murrieta,≤100,1
556514214412874,"Jesse Bohannon, public servant",Jesse Everett Bohannon,≤100,3
202843900735,1199SEIU Massachusetts,These ads ran without a disclaimer,≤100,1
2468545806704966,Commissioner Sam Baydoun,Committee to Elect Sam Baydoun,≤100,1
615507678479268,Commissioner Kent Leonhardt,Kent for WV,≤100,1
119922598094970,Barbee Dream Homes - Real Estate Group -  Middle Georgia,These ads ran without a disclaimer,≤100,1
345615012809612,Douglas Vigil for Board of Education Trustee 3,Douglas Issac Vigil,≤100,2
